index,metric,point,value
0,hist_cross_node_find_depth,0,0
1,hist_cross_node_read,0,1249960
2,hist_local_find_depth,0,0
3,hist_find_depth,0,1905520
3,hist_find_depth,1,406537
3,hist_find_depth,2,80307
3,hist_find_depth,3,10718
3,hist_find_depth,4,1075
3,hist_find_depth,5,81
3,hist_find_depth,6,2
4,hist_cross_node_write,0,1249960
5,hist_all_cross_node_access,0,1249960
6,hist_cross_node_find_depth,0,0
7,hist_cross_node_read,0,1249960
8,hist_local_find_depth,0,0
9,hist_find_depth,0,1897416
9,hist_find_depth,1,411291
9,hist_find_depth,2,87076
9,hist_find_depth,3,12545
9,hist_find_depth,4,1323
9,hist_find_depth,5,116
9,hist_find_depth,6,4
9,hist_find_depth,7,1
10,hist_cross_node_write,0,1249960
11,hist_all_cross_node_access,0,1249960
12,hist_cross_node_find_depth,0,0
13,hist_cross_node_read,0,1249960
14,hist_local_find_depth,0,0
15,hist_find_depth,0,1905445
15,hist_find_depth,1,406823
15,hist_find_depth,2,80045
15,hist_find_depth,3,10573
15,hist_find_depth,4,1032
15,hist_find_depth,5,66
15,hist_find_depth,6,4
16,hist_cross_node_write,0,1249960
17,hist_all_cross_node_access,0,1249960
18,hist_cross_node_find_depth,0,0
19,hist_cross_node_read,0,1249960
20,hist_local_find_depth,0,0
21,hist_find_depth,0,1861245
21,hist_find_depth,1,437749
21,hist_find_depth,2,119639
21,hist_find_depth,3,17670
21,hist_find_depth,4,1689
21,hist_find_depth,5,151
21,hist_find_depth,6,8
21,hist_find_depth,7,1
22,hist_cross_node_write,0,1249960
23,hist_all_cross_node_access,0,1249960
24,hist_cross_node_find_depth,0,0
25,hist_cross_node_read,0,1249960
26,hist_local_find_depth,0,0
27,hist_find_depth,0,1836965
27,hist_find_depth,1,450837
27,hist_find_depth,2,141539
27,hist_find_depth,3,20561
27,hist_find_depth,4,1927
27,hist_find_depth,5,144
27,hist_find_depth,6,6
27,hist_find_depth,7,1
28,hist_cross_node_write,0,1249960
29,hist_all_cross_node_access,0,1249960
30,hist_cross_node_find_depth,0,0
31,hist_cross_node_read,0,1249960
32,hist_local_find_depth,0,0
33,hist_find_depth,0,1848175
33,hist_find_depth,1,442957
33,hist_find_depth,2,132087
33,hist_find_depth,3,20595
33,hist_find_depth,4,2136
33,hist_find_depth,5,196
33,hist_find_depth,6,4
34,hist_cross_node_write,0,1249960
35,hist_all_cross_node_access,0,1249960
36,hist_cross_node_find_depth,0,0
37,hist_cross_node_read,0,1249960
38,hist_local_find_depth,0,0
38,hist_local_find_depth,1,1923372
38,hist_local_find_depth,2,418842
38,hist_local_find_depth,3,134681
38,hist_local_find_depth,4,19758
38,hist_local_find_depth,5,2684
38,hist_local_find_depth,6,455
38,hist_local_find_depth,7,99
38,hist_local_find_depth,8,22
38,hist_local_find_depth,9,6
38,hist_local_find_depth,10,1
39,hist_find_depth,0,0
39,hist_find_depth,1,1923372
39,hist_find_depth,2,418842
39,hist_find_depth,3,134681
39,hist_find_depth,4,19758
39,hist_find_depth,5,2684
39,hist_find_depth,6,455
39,hist_find_depth,7,99
39,hist_find_depth,8,22
39,hist_find_depth,9,6
39,hist_find_depth,10,1
40,hist_cross_node_write,0,412135
40,hist_cross_node_write,1,0
40,hist_cross_node_write,2,837825
41,hist_all_cross_node_access,0,412069
41,hist_all_cross_node_access,1,52
41,hist_all_cross_node_access,2,10
41,hist_all_cross_node_access,3,4
41,hist_all_cross_node_access,4,837673
41,hist_all_cross_node_access,5,121
41,hist_all_cross_node_access,6,18
41,hist_all_cross_node_access,7,13
42,hist_cross_node_find_depth,0,0
43,hist_cross_node_read,0,1249960
44,hist_local_find_depth,0,0
44,hist_local_find_depth,1,1925383
44,hist_local_find_depth,2,418304
44,hist_local_find_depth,3,133293
44,hist_local_find_depth,4,19637
44,hist_local_find_depth,5,2688
44,hist_local_find_depth,6,474
44,hist_local_find_depth,7,99
44,hist_local_find_depth,8,39
44,hist_local_find_depth,9,3
45,hist_find_depth,0,0
45,hist_find_depth,1,1925383
45,hist_find_depth,2,418304
45,hist_find_depth,3,133293
45,hist_find_depth,4,19637
45,hist_find_depth,5,2688
45,hist_find_depth,6,474
45,hist_find_depth,7,99
45,hist_find_depth,8,39
45,hist_find_depth,9,3
46,hist_cross_node_write,0,412135
46,hist_cross_node_write,1,0
46,hist_cross_node_write,2,837825
47,hist_all_cross_node_access,0,412076
47,hist_all_cross_node_access,1,47
47,hist_all_cross_node_access,2,10
47,hist_all_cross_node_access,3,2
47,hist_all_cross_node_access,4,837692
47,hist_all_cross_node_access,5,111
47,hist_all_cross_node_access,6,16
47,hist_all_cross_node_access,7,6
48,hist_cross_node_find_depth,0,0
49,hist_cross_node_read,0,1249960
50,hist_local_find_depth,0,0
50,hist_local_find_depth,1,1921441
50,hist_local_find_depth,2,419584
50,hist_local_find_depth,3,135570
50,hist_local_find_depth,4,20029
50,hist_local_find_depth,5,2688
50,hist_local_find_depth,6,476
50,hist_local_find_depth,7,95
50,hist_local_find_depth,8,30
50,hist_local_find_depth,9,5
50,hist_local_find_depth,10,2
51,hist_find_depth,0,0
51,hist_find_depth,1,1921441
51,hist_find_depth,2,419584
51,hist_find_depth,3,135570
51,hist_find_depth,4,20029
51,hist_find_depth,5,2688
51,hist_find_depth,6,476
51,hist_find_depth,7,95
51,hist_find_depth,8,30
51,hist_find_depth,9,5
51,hist_find_depth,10,2
52,hist_cross_node_write,0,412135
52,hist_cross_node_write,1,0
52,hist_cross_node_write,2,837825
53,hist_all_cross_node_access,0,412060
53,hist_all_cross_node_access,1,50
53,hist_all_cross_node_access,2,21
53,hist_all_cross_node_access,3,3
53,hist_all_cross_node_access,4,837672
53,hist_all_cross_node_access,5,123
53,hist_all_cross_node_access,6,24
53,hist_all_cross_node_access,7,7
54,hist_cross_node_find_depth,0,0
55,hist_cross_node_read,0,1249960
56,hist_local_find_depth,0,0
56,hist_local_find_depth,1,1916900
56,hist_local_find_depth,2,425269
56,hist_local_find_depth,3,132577
56,hist_local_find_depth,4,21456
56,hist_local_find_depth,5,2981
56,hist_local_find_depth,6,568
56,hist_local_find_depth,7,138
56,hist_local_find_depth,8,23
56,hist_local_find_depth,9,8
57,hist_find_depth,0,0
57,hist_find_depth,1,1916900
57,hist_find_depth,2,425269
57,hist_find_depth,3,132577
57,hist_find_depth,4,21456
57,hist_find_depth,5,2981
57,hist_find_depth,6,568
57,hist_find_depth,7,138
57,hist_find_depth,8,23
57,hist_find_depth,9,8
58,hist_cross_node_write,0,411876
58,hist_cross_node_write,1,0
58,hist_cross_node_write,2,838084
59,hist_all_cross_node_access,0,411787
59,hist_all_cross_node_access,1,67
59,hist_all_cross_node_access,2,19
59,hist_all_cross_node_access,3,3
59,hist_all_cross_node_access,4,837919
59,hist_all_cross_node_access,5,136
59,hist_all_cross_node_access,6,22
59,hist_all_cross_node_access,7,6
59,hist_all_cross_node_access,8,1
60,hist_cross_node_find_depth,0,0
61,hist_cross_node_read,0,1249960
62,hist_local_find_depth,0,0
62,hist_local_find_depth,1,1911320
62,hist_local_find_depth,2,425093
62,hist_local_find_depth,3,137825
62,hist_local_find_depth,4,21803
62,hist_local_find_depth,5,3133
62,hist_local_find_depth,6,573
62,hist_local_find_depth,7,128
62,hist_local_find_depth,8,33
62,hist_local_find_depth,9,11
62,hist_local_find_depth,10,1
63,hist_find_depth,0,0
63,hist_find_depth,1,1911320
63,hist_find_depth,2,425093
63,hist_find_depth,3,137825
63,hist_find_depth,4,21803
63,hist_find_depth,5,3133
63,hist_find_depth,6,573
63,hist_find_depth,7,128
63,hist_find_depth,8,33
63,hist_find_depth,9,11
63,hist_find_depth,10,1
64,hist_cross_node_write,0,411876
64,hist_cross_node_write,1,0
64,hist_cross_node_write,2,838084
65,hist_all_cross_node_access,0,411783
65,hist_all_cross_node_access,1,66
65,hist_all_cross_node_access,2,18
65,hist_all_cross_node_access,3,8
65,hist_all_cross_node_access,4,837886
65,hist_all_cross_node_access,5,173
65,hist_all_cross_node_access,6,18
65,hist_all_cross_node_access,7,8
66,hist_cross_node_find_depth,0,0
67,hist_cross_node_read,0,1249960
68,hist_local_find_depth,0,0
68,hist_local_find_depth,1,1915611
68,hist_local_find_depth,2,424825
68,hist_local_find_depth,3,133507
68,hist_local_find_depth,4,22047
68,hist_local_find_depth,5,3189
68,hist_local_find_depth,6,572
68,hist_local_find_depth,7,126
68,hist_local_find_depth,8,37
68,hist_local_find_depth,9,2
68,hist_local_find_depth,10,4
69,hist_find_depth,0,0
69,hist_find_depth,1,1915611
69,hist_find_depth,2,424825
69,hist_find_depth,3,133507
69,hist_find_depth,4,22047
69,hist_find_depth,5,3189
69,hist_find_depth,6,572
69,hist_find_depth,7,126
69,hist_find_depth,8,37
69,hist_find_depth,9,2
69,hist_find_depth,10,4
70,hist_cross_node_write,0,411876
70,hist_cross_node_write,1,0
70,hist_cross_node_write,2,838084
71,hist_all_cross_node_access,0,411793
71,hist_all_cross_node_access,1,55
71,hist_all_cross_node_access,2,19
71,hist_all_cross_node_access,3,6
71,hist_all_cross_node_access,4,837901
71,hist_all_cross_node_access,5,138
71,hist_all_cross_node_access,6,38
71,hist_all_cross_node_access,7,9
71,hist_all_cross_node_access,8,1
72,hist_cross_node_find_depth,0,746387
72,hist_cross_node_find_depth,1,1713273
72,hist_cross_node_find_depth,2,37927
72,hist_cross_node_find_depth,3,2029
72,hist_cross_node_find_depth,4,273
72,hist_cross_node_find_depth,5,26
72,hist_cross_node_find_depth,6,4
72,hist_cross_node_find_depth,7,1
73,hist_cross_node_read,0,1092750
73,hist_cross_node_read,1,9770
73,hist_cross_node_read,2,109593
73,hist_cross_node_read,3,15649
73,hist_cross_node_read,4,19874
73,hist_cross_node_read,5,524
73,hist_cross_node_read,6,1065
73,hist_cross_node_read,7,551
73,hist_cross_node_read,8,165
73,hist_cross_node_read,9,2
73,hist_cross_node_read,10,14
73,hist_cross_node_read,11,3
74,hist_local_find_depth,0,0
74,hist_local_find_depth,1,1829064
74,hist_local_find_depth,2,383657
74,hist_local_find_depth,3,221559
74,hist_local_find_depth,4,57751
74,hist_local_find_depth,5,7187
74,hist_local_find_depth,6,653
74,hist_local_find_depth,7,45
74,hist_local_find_depth,8,2
74,hist_local_find_depth,9,2
75,hist_find_depth,0,0
75,hist_find_depth,1,400431
75,hist_find_depth,2,1608583
75,hist_find_depth,3,311912
75,hist_find_depth,4,130222
75,hist_find_depth,5,39485
75,hist_find_depth,6,8066
75,hist_find_depth,7,1099
75,hist_find_depth,8,107
75,hist_find_depth,9,13
75,hist_find_depth,10,2
76,hist_cross_node_write,0,1234923
76,hist_cross_node_write,1,15037
77,hist_all_cross_node_access,0,1092750
77,hist_all_cross_node_access,1,9764
77,hist_all_cross_node_access,2,97191
77,hist_all_cross_node_access,3,27955
77,hist_all_cross_node_access,4,17638
77,hist_all_cross_node_access,5,2845
77,hist_all_cross_node_access,6,945
77,hist_all_cross_node_access,7,685
77,hist_all_cross_node_access,8,146
77,hist_all_cross_node_access,9,24
77,hist_all_cross_node_access,10,10
77,hist_all_cross_node_access,11,7
78,hist_cross_node_find_depth,0,746124
78,hist_cross_node_find_depth,1,1713293
78,hist_cross_node_find_depth,2,38194
78,hist_cross_node_find_depth,3,1991
78,hist_cross_node_find_depth,4,282
78,hist_cross_node_find_depth,5,28
78,hist_cross_node_find_depth,6,8
79,hist_cross_node_read,0,1092372
79,hist_cross_node_read,1,9660
79,hist_cross_node_read,2,109973
79,hist_cross_node_read,3,15736
79,hist_cross_node_read,4,19926
79,hist_cross_node_read,5,501
79,hist_cross_node_read,6,1063
79,hist_cross_node_read,7,549
79,hist_cross_node_read,8,155
79,hist_cross_node_read,9,6
79,hist_cross_node_read,10,17
79,hist_cross_node_read,11,1
79,hist_cross_node_read,12,1
80,hist_local_find_depth,0,0
80,hist_local_find_depth,1,1829205
80,hist_local_find_depth,2,384636
80,hist_local_find_depth,3,220576
80,hist_local_find_depth,4,57536
80,hist_local_find_depth,5,7273
80,hist_local_find_depth,6,648
80,hist_local_find_depth,7,43
80,hist_local_find_depth,8,3
81,hist_find_depth,0,0
81,hist_find_depth,1,400887
81,hist_find_depth,2,1608789
81,hist_find_depth,3,311198
81,hist_find_depth,4,130143
81,hist_find_depth,5,39482
81,hist_find_depth,6,8219
81,hist_find_depth,7,1085
81,hist_find_depth,8,106
81,hist_find_depth,9,11
82,hist_cross_node_write,0,1234835
82,hist_cross_node_write,1,15125
83,hist_all_cross_node_access,0,1092372
83,hist_all_cross_node_access,1,9654
83,hist_all_cross_node_access,2,97443
83,hist_all_cross_node_access,3,28165
83,hist_all_cross_node_access,4,17736
83,hist_all_cross_node_access,5,2773
83,hist_all_cross_node_access,6,957
83,hist_all_cross_node_access,7,676
83,hist_all_cross_node_access,8,142
83,hist_all_cross_node_access,9,22
83,hist_all_cross_node_access,10,17
83,hist_all_cross_node_access,11,2
83,hist_all_cross_node_access,12,1
84,hist_cross_node_find_depth,0,745876
84,hist_cross_node_find_depth,1,1713442
84,hist_cross_node_find_depth,2,38279
84,hist_cross_node_find_depth,3,2001
84,hist_cross_node_find_depth,4,295
84,hist_cross_node_find_depth,5,23
84,hist_cross_node_find_depth,6,4
85,hist_cross_node_read,0,1091687
85,hist_cross_node_read,1,9881
85,hist_cross_node_read,2,110249
85,hist_cross_node_read,3,15741
85,hist_cross_node_read,4,20016
85,hist_cross_node_read,5,564
85,hist_cross_node_read,6,1073
85,hist_cross_node_read,7,565
85,hist_cross_node_read,8,163
85,hist_cross_node_read,9,4
85,hist_cross_node_read,10,15
85,hist_cross_node_read,11,2
86,hist_local_find_depth,0,0
86,hist_local_find_depth,1,1825884
86,hist_local_find_depth,2,382384
86,hist_local_find_depth,3,224917
86,hist_local_find_depth,4,58680
86,hist_local_find_depth,5,7304
86,hist_local_find_depth,6,695
86,hist_local_find_depth,7,51
86,hist_local_find_depth,8,5
87,hist_find_depth,0,0
87,hist_find_depth,1,397662
87,hist_find_depth,2,1607068
87,hist_find_depth,3,314127
87,hist_find_depth,4,131752
87,hist_find_depth,5,39875
87,hist_find_depth,6,8208
87,hist_find_depth,7,1114
87,hist_find_depth,8,104
87,hist_find_depth,9,8
87,hist_find_depth,10,2
88,hist_cross_node_write,0,1234998
88,hist_cross_node_write,1,14962
89,hist_all_cross_node_access,0,1091687
89,hist_all_cross_node_access,1,9879
89,hist_all_cross_node_access,2,97939
89,hist_all_cross_node_access,3,27959
89,hist_all_cross_node_access,4,17754
89,hist_all_cross_node_access,5,2891
89,hist_all_cross_node_access,6,961
89,hist_all_cross_node_access,7,703
89,hist_all_cross_node_access,8,142
89,hist_all_cross_node_access,9,28
89,hist_all_cross_node_access,10,14
89,hist_all_cross_node_access,11,3
90,hist_cross_node_find_depth,0,735701
90,hist_cross_node_find_depth,1,1719899
90,hist_cross_node_find_depth,2,42024
90,hist_cross_node_find_depth,3,1939
90,hist_cross_node_find_depth,4,317
90,hist_cross_node_find_depth,5,34
90,hist_cross_node_find_depth,6,6
91,hist_cross_node_read,0,1067861
91,hist_cross_node_read,1,11045
91,hist_cross_node_read,2,127823
91,hist_cross_node_read,3,17571
91,hist_cross_node_read,4,22898
91,hist_cross_node_read,5,555
91,hist_cross_node_read,6,1241
91,hist_cross_node_read,7,744
91,hist_cross_node_read,8,189
91,hist_cross_node_read,9,8
91,hist_cross_node_read,10,20
91,hist_cross_node_read,11,3
91,hist_cross_node_read,12,2
92,hist_local_find_depth,0,0
92,hist_local_find_depth,1,1822131
92,hist_local_find_depth,2,382301
92,hist_local_find_depth,3,225791
92,hist_local_find_depth,4,59888
92,hist_local_find_depth,5,8812
92,hist_local_find_depth,6,934
92,hist_local_find_depth,7,61
92,hist_local_find_depth,8,2
93,hist_find_depth,0,0
93,hist_find_depth,1,394636
93,hist_find_depth,2,1607877
93,hist_find_depth,3,305759
93,hist_find_depth,4,134643
93,hist_find_depth,5,45120
93,hist_find_depth,6,10200
93,hist_find_depth,7,1526
93,hist_find_depth,8,149
93,hist_find_depth,9,10
94,hist_cross_node_write,0,1234830
94,hist_cross_node_write,1,15130
95,hist_all_cross_node_access,0,1067861
95,hist_all_cross_node_access,1,11045
95,hist_all_cross_node_access,2,116199
95,hist_all_cross_node_access,3,29097
95,hist_all_cross_node_access,4,19819
95,hist_all_cross_node_access,5,3711
95,hist_all_cross_node_access,6,1085
95,hist_all_cross_node_access,7,921
95,hist_all_cross_node_access,8,161
95,hist_all_cross_node_access,9,35
95,hist_all_cross_node_access,10,17
95,hist_all_cross_node_access,11,7
95,hist_all_cross_node_access,12,2
96,hist_cross_node_find_depth,0,735666
96,hist_cross_node_find_depth,1,1720002
96,hist_cross_node_find_depth,2,42016
96,hist_cross_node_find_depth,3,1889
96,hist_cross_node_find_depth,4,301
96,hist_cross_node_find_depth,5,41
96,hist_cross_node_find_depth,6,5
97,hist_cross_node_read,0,1068383
97,hist_cross_node_read,1,11007
97,hist_cross_node_read,2,127303
97,hist_cross_node_read,3,17585
97,hist_cross_node_read,4,22933
97,hist_cross_node_read,5,545
97,hist_cross_node_read,6,1253
97,hist_cross_node_read,7,750
97,hist_cross_node_read,8,164
97,hist_cross_node_read,9,6
97,hist_cross_node_read,10,27
97,hist_cross_node_read,11,3
97,hist_cross_node_read,12,1
98,hist_local_find_depth,0,0
98,hist_local_find_depth,1,1823251
98,hist_local_find_depth,2,382587
98,hist_local_find_depth,3,225007
98,hist_local_find_depth,4,59434
98,hist_local_find_depth,5,8696
98,hist_local_find_depth,6,883
98,hist_local_find_depth,7,58
98,hist_local_find_depth,8,4
99,hist_find_depth,0,0
99,hist_find_depth,1,395416
99,hist_find_depth,2,1608388
99,hist_find_depth,3,305283
99,hist_find_depth,4,134230
99,hist_find_depth,5,44902
99,hist_find_depth,6,10031
99,hist_find_depth,7,1492
99,hist_find_depth,8,167
99,hist_find_depth,9,9
99,hist_find_depth,10,2
100,hist_cross_node_write,0,1234797
100,hist_cross_node_write,1,15163
101,hist_all_cross_node_access,0,1068383
101,hist_all_cross_node_access,1,11003
101,hist_all_cross_node_access,2,115686
101,hist_all_cross_node_access,3,29102
101,hist_all_cross_node_access,4,19829
101,hist_all_cross_node_access,5,3733
101,hist_all_cross_node_access,6,1098
101,hist_all_cross_node_access,7,917
101,hist_all_cross_node_access,8,153
101,hist_all_cross_node_access,9,25
101,hist_all_cross_node_access,10,24
101,hist_all_cross_node_access,11,5
101,hist_all_cross_node_access,12,2
102,hist_cross_node_find_depth,0,735761
102,hist_cross_node_find_depth,1,1719904
102,hist_cross_node_find_depth,2,41960
102,hist_cross_node_find_depth,3,1948
102,hist_cross_node_find_depth,4,297
102,hist_cross_node_find_depth,5,45
102,hist_cross_node_find_depth,6,5
103,hist_cross_node_read,0,1068379
103,hist_cross_node_read,1,11237
103,hist_cross_node_read,2,127178
103,hist_cross_node_read,3,17501
103,hist_cross_node_read,4,22868
103,hist_cross_node_read,5,573
103,hist_cross_node_read,6,1269
103,hist_cross_node_read,7,749
103,hist_cross_node_read,8,176
103,hist_cross_node_read,9,6
103,hist_cross_node_read,10,22
103,hist_cross_node_read,11,1
103,hist_cross_node_read,12,1
104,hist_local_find_depth,0,0
104,hist_local_find_depth,1,1822930
104,hist_local_find_depth,2,380753
104,hist_local_find_depth,3,226073
104,hist_local_find_depth,4,60090
104,hist_local_find_depth,5,9104
104,hist_local_find_depth,6,897
104,hist_local_find_depth,7,68
104,hist_local_find_depth,8,5
105,hist_find_depth,0,0
105,hist_find_depth,1,395398
105,hist_find_depth,2,1606515
105,hist_find_depth,3,306076
105,hist_find_depth,4,134684
105,hist_find_depth,5,45220
105,hist_find_depth,6,10340
105,hist_find_depth,7,1494
105,hist_find_depth,8,184
105,hist_find_depth,9,8
105,hist_find_depth,10,1
106,hist_cross_node_write,0,1234805
106,hist_cross_node_write,1,15154
106,hist_cross_node_write,2,1
107,hist_all_cross_node_access,0,1068379
107,hist_all_cross_node_access,1,11234
107,hist_all_cross_node_access,2,115607
107,hist_all_cross_node_access,3,28969
107,hist_all_cross_node_access,4,19756
107,hist_all_cross_node_access,5,3768
107,hist_all_cross_node_access,6,1095
107,hist_all_cross_node_access,7,942
107,hist_all_cross_node_access,8,152
107,hist_all_cross_node_access,9,33
107,hist_all_cross_node_access,10,21
107,hist_all_cross_node_access,11,3
107,hist_all_cross_node_access,12,1
108,hist_cross_node_find_depth,0,771702
108,hist_cross_node_find_depth,1,1717007
108,hist_cross_node_find_depth,2,8843
108,hist_cross_node_find_depth,3,2051
108,hist_cross_node_find_depth,4,285
108,hist_cross_node_find_depth,5,30
108,hist_cross_node_find_depth,6,2
109,hist_cross_node_read,0,1117477
109,hist_cross_node_read,1,30824
109,hist_cross_node_read,2,89987
109,hist_cross_node_read,3,4800
109,hist_cross_node_read,4,5286
109,hist_cross_node_read,5,487
109,hist_cross_node_read,6,872
109,hist_cross_node_read,7,53
109,hist_cross_node_read,8,150
109,hist_cross_node_read,9,6
109,hist_cross_node_read,10,16
109,hist_cross_node_read,11,2
110,hist_local_find_depth,0,92
110,hist_local_find_depth,1,1501759
110,hist_local_find_depth,2,631389
110,hist_local_find_depth,3,265806
110,hist_local_find_depth,4,83187
110,hist_local_find_depth,5,15099
110,hist_local_find_depth,6,2267
110,hist_local_find_depth,7,287
110,hist_local_find_depth,8,30
110,hist_local_find_depth,9,3
110,hist_local_find_depth,10,1
111,hist_find_depth,0,3
111,hist_find_depth,1,89378
111,hist_find_depth,2,1846026
111,hist_find_depth,3,365885
111,hist_find_depth,4,152230
111,hist_find_depth,5,39115
111,hist_find_depth,6,6420
111,hist_find_depth,7,779
111,hist_find_depth,8,76
111,hist_find_depth,9,7
111,hist_find_depth,10,1
112,hist_cross_node_write,0,1235484
112,hist_cross_node_write,1,14475
112,hist_cross_node_write,2,1
113,hist_all_cross_node_access,0,1117477
113,hist_all_cross_node_access,1,30821
113,hist_all_cross_node_access,2,77814
113,hist_all_cross_node_access,3,16900
113,hist_all_cross_node_access,4,3326
113,hist_all_cross_node_access,5,2509
113,hist_all_cross_node_access,6,734
113,hist_all_cross_node_access,7,205
113,hist_all_cross_node_access,8,134
113,hist_all_cross_node_access,9,21
113,hist_all_cross_node_access,10,14
113,hist_all_cross_node_access,11,5
114,hist_cross_node_find_depth,0,771981
114,hist_cross_node_find_depth,1,1717060
114,hist_cross_node_find_depth,2,8639
114,hist_cross_node_find_depth,3,1922
114,hist_cross_node_find_depth,4,286
114,hist_cross_node_find_depth,5,27
114,hist_cross_node_find_depth,6,4
114,hist_cross_node_find_depth,7,1
115,hist_cross_node_read,0,1120250
115,hist_cross_node_read,1,30265
115,hist_cross_node_read,2,87800
115,hist_cross_node_read,3,4927
115,hist_cross_node_read,4,5221
115,hist_cross_node_read,5,496
115,hist_cross_node_read,6,796
115,hist_cross_node_read,7,53
115,hist_cross_node_read,8,125
115,hist_cross_node_read,9,8
115,hist_cross_node_read,10,17
115,hist_cross_node_read,11,0
115,hist_cross_node_read,12,1
115,hist_cross_node_read,13,1
116,hist_local_find_depth,0,105
116,hist_local_find_depth,1,1525596
116,hist_local_find_depth,2,642303
116,hist_local_find_depth,3,243728
116,hist_local_find_depth,4,72003
116,hist_local_find_depth,5,13783
116,hist_local_find_depth,6,2047
116,hist_local_find_depth,7,309
116,hist_local_find_depth,8,42
116,hist_local_find_depth,9,4
117,hist_find_depth,0,3
117,hist_find_depth,1,107891
117,hist_find_depth,2,1860375
117,hist_find_depth,3,350855
117,hist_find_depth,4,138604
117,hist_find_depth,5,35275
117,hist_find_depth,6,6006
117,hist_find_depth,7,791
117,hist_find_depth,8,106
117,hist_find_depth,9,14
118,hist_cross_node_write,0,1235467
118,hist_cross_node_write,1,14492
118,hist_cross_node_write,2,1
119,hist_all_cross_node_access,0,1120250
119,hist_all_cross_node_access,1,30262
119,hist_all_cross_node_access,2,75570
119,hist_all_cross_node_access,3,17089
119,hist_all_cross_node_access,4,3288
119,hist_all_cross_node_access,5,2488
119,hist_all_cross_node_access,6,664
119,hist_all_cross_node_access,7,196
119,hist_all_cross_node_access,8,104
119,hist_all_cross_node_access,9,30
119,hist_all_cross_node_access,10,13
119,hist_all_cross_node_access,11,4
119,hist_all_cross_node_access,12,1
119,hist_all_cross_node_access,13,1
120,hist_cross_node_find_depth,0,772938
120,hist_cross_node_find_depth,1,1715934
120,hist_cross_node_find_depth,2,8739
120,hist_cross_node_find_depth,3,1976
120,hist_cross_node_find_depth,4,304
120,hist_cross_node_find_depth,5,25
120,hist_cross_node_find_depth,6,2
120,hist_cross_node_find_depth,7,2
121,hist_cross_node_read,0,1123227
121,hist_cross_node_read,1,29882
121,hist_cross_node_read,2,85399
121,hist_cross_node_read,3,4862
121,hist_cross_node_read,4,5036
121,hist_cross_node_read,5,518
121,hist_cross_node_read,6,824
121,hist_cross_node_read,7,55
121,hist_cross_node_read,8,135
121,hist_cross_node_read,9,3
121,hist_cross_node_read,10,16
121,hist_cross_node_read,11,0
121,hist_cross_node_read,12,1
121,hist_cross_node_read,13,1
121,hist_cross_node_read,14,1
122,hist_local_find_depth,0,106
122,hist_local_find_depth,1,1522576
122,hist_local_find_depth,2,639858
122,hist_local_find_depth,3,245637
122,hist_local_find_depth,4,74447
122,hist_local_find_depth,5,14586
122,hist_local_find_depth,6,2321
122,hist_local_find_depth,7,325
122,hist_local_find_depth,8,63
122,hist_local_find_depth,9,1
123,hist_find_depth,0,3
123,hist_find_depth,1,106477
123,hist_find_depth,2,1856803
123,hist_find_depth,3,351833
123,hist_find_depth,4,140729
123,hist_find_depth,5,36760
123,hist_find_depth,6,6299
123,hist_find_depth,7,886
123,hist_find_depth,8,122
123,hist_find_depth,9,8
124,hist_cross_node_write,0,1235549
124,hist_cross_node_write,1,14410
124,hist_cross_node_write,2,1
125,hist_all_cross_node_access,0,1123227
125,hist_all_cross_node_access,1,29879
125,hist_all_cross_node_access,2,73164
125,hist_all_cross_node_access,3,17039
125,hist_all_cross_node_access,4,3159
125,hist_all_cross_node_access,5,2443
125,hist_all_cross_node_access,6,704
125,hist_all_cross_node_access,7,187
125,hist_all_cross_node_access,8,115
125,hist_all_cross_node_access,9,24
125,hist_all_cross_node_access,10,12
125,hist_all_cross_node_access,11,4
125,hist_all_cross_node_access,12,1
125,hist_all_cross_node_access,13,1
125,hist_all_cross_node_access,14,1
126,hist_cross_node_find_depth,0,747018
126,hist_cross_node_find_depth,1,1742864
126,hist_cross_node_find_depth,2,8155
126,hist_cross_node_find_depth,3,1605
126,hist_cross_node_find_depth,4,250
126,hist_cross_node_find_depth,5,27
126,hist_cross_node_find_depth,6,1
127,hist_cross_node_read,0,1044215
127,hist_cross_node_read,1,47361
127,hist_cross_node_read,2,144937
127,hist_cross_node_read,3,4191
127,hist_cross_node_read,4,7392
127,hist_cross_node_read,5,446
127,hist_cross_node_read,6,1176
127,hist_cross_node_read,7,47
127,hist_cross_node_read,8,177
127,hist_cross_node_read,9,5
127,hist_cross_node_read,10,11
127,hist_cross_node_read,11,0
127,hist_cross_node_read,12,2
128,hist_local_find_depth,0,282
128,hist_local_find_depth,1,1486451
128,hist_local_find_depth,2,676110
128,hist_local_find_depth,3,256054
128,hist_local_find_depth,4,66033
128,hist_local_find_depth,5,12564
128,hist_local_find_depth,6,2074
128,hist_local_find_depth,7,308
128,hist_local_find_depth,8,39
128,hist_local_find_depth,9,2
128,hist_local_find_depth,10,3
129,hist_find_depth,0,2
129,hist_find_depth,1,85693
129,hist_find_depth,2,1858380
129,hist_find_depth,3,364476
129,hist_find_depth,4,147760
129,hist_find_depth,5,35964
129,hist_find_depth,6,6539
129,hist_find_depth,7,967
129,hist_find_depth,8,124
129,hist_find_depth,9,12
129,hist_find_depth,10,2
129,hist_find_depth,11,1
130,hist_cross_node_write,0,1235213
