DSU,N,E,ipf,ssf,shuffle,Score,Score Error
Adaptive3/squashing:hist_end,1000000,1000000,0.02,0.35,true,0,0
Usual,1000000,2000000,0.02,0.35,true,1313455.103,121838.676
Usual:hist_begin,1000000,2000000,0.02,0.35,true,0,0
Usual:hist_end,1000000,2000000,0.02,0.35,true,0,0
ParallelUnions/squashing,1000000,2000000,0.02,0.35,true,2185695.219,332962.789
ParallelUnions/squashing:hist_begin,1000000,2000000,0.02,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.02,0.35,true,0,0
Adaptive2/squashing,1000000,2000000,0.02,0.35,true,2557373.936,251532.832
Adaptive2/squashing:hist_begin,1000000,2000000,0.02,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.02,0.35,true,0,0
Adaptive3/squashing,1000000,2000000,0.02,0.35,true,2503533.068,140834.720
Adaptive3/squashing:hist_begin,1000000,2000000,0.02,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.02,0.35,true,0,0
Usual,1000000,4000000,0.02,0.35,true,2172096.678,205307.844
Usual:hist_begin,1000000,4000000,0.02,0.35,true,0,0
Usual:hist_end,1000000,4000000,0.02,0.35,true,0,0
ParallelUnions/squashing,1000000,4000000,0.02,0.35,true,2693135.220,67006.461
ParallelUnions/squashing:hist_begin,1000000,4000000,0.02,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.02,0.35,true,0,0
Adaptive2/squashing,1000000,4000000,0.02,0.35,true,3353479.047,171821.638
Adaptive2/squashing:hist_begin,1000000,4000000,0.02,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.02,0.35,true,0,0
Adaptive3/squashing,1000000,4000000,0.02,0.35,true,3226140.066,110781.306
Adaptive3/squashing:hist_begin,1000000,4000000,0.02,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.02,0.35,true,0,0
Usual,1000000,8000000,0.02,0.35,true,3125140.901,81170.806
Usual:hist_begin,1000000,8000000,0.02,0.35,true,0,0
Usual:hist_end,1000000,8000000,0.02,0.35,true,0,0
ParallelUnions/squashing,1000000,8000000,0.02,0.35,true,3355880.902,144944.536
ParallelUnions/squashing:hist_begin,1000000,8000000,0.02,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.02,0.35,true,0,0
Adaptive2/squashing,1000000,8000000,0.02,0.35,true,3706078.527,124382.561
Adaptive2/squashing:hist_begin,1000000,8000000,0.02,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.02,0.35,true,0,0
Adaptive3/squashing,1000000,8000000,0.02,0.35,true,3583989.266,67208.729
Adaptive3/squashing:hist_begin,1000000,8000000,0.02,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.02,0.35,true,0,0
Usual,1000000,16000000,0.02,0.35,true,3573508.454,101321.484
Usual:hist_begin,1000000,16000000,0.02,0.35,true,0,0
Usual:hist_end,1000000,16000000,0.02,0.35,true,0,0
ParallelUnions/squashing,1000000,16000000,0.02,0.35,true,4012958.743,145624.010
ParallelUnions/squashing:hist_begin,1000000,16000000,0.02,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.02,0.35,true,0,0
Adaptive2/squashing,1000000,16000000,0.02,0.35,true,3972456.448,119781.334
Adaptive2/squashing:hist_begin,1000000,16000000,0.02,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.02,0.35,true,0,0
Adaptive3/squashing,1000000,16000000,0.02,0.35,true,3945761.751,51503.451
Adaptive3/squashing:hist_begin,1000000,16000000,0.02,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.02,0.35,true,0,0
Usual,1000000,1000000,0.05,0.35,true,1132259.531,126722.563
Usual:hist_begin,1000000,1000000,0.05,0.35,true,0,0
Usual:hist_end,1000000,1000000,0.05,0.35,true,0,0
ParallelUnions/squashing,1000000,1000000,0.05,0.35,true,1740021.195,119909.791
ParallelUnions/squashing:hist_begin,1000000,1000000,0.05,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.05,0.35,true,0,0
Adaptive2/squashing,1000000,1000000,0.05,0.35,true,1997068.980,259885.949
Adaptive2/squashing:hist_begin,1000000,1000000,0.05,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.05,0.35,true,0,0
Adaptive3/squashing,1000000,1000000,0.05,0.35,true,2106289.673,196168.755
Adaptive3/squashing:hist_begin,1000000,1000000,0.05,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,1000000,0.05,0.35,true,0,0
Usual,1000000,2000000,0.05,0.35,true,1105173.122,36588.104
Usual:hist_begin,1000000,2000000,0.05,0.35,true,0,0
Usual:hist_end,1000000,2000000,0.05,0.35,true,0,0
ParallelUnions/squashing,1000000,2000000,0.05,0.35,true,1918581.392,278882.758
ParallelUnions/squashing:hist_begin,1000000,2000000,0.05,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.05,0.35,true,0,0
Adaptive2/squashing,1000000,2000000,0.05,0.35,true,2199888.988,119251.495
Adaptive2/squashing:hist_begin,1000000,2000000,0.05,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.05,0.35,true,0,0
Adaptive3/squashing,1000000,2000000,0.05,0.35,true,2179076.357,103436.240
Adaptive3/squashing:hist_begin,1000000,2000000,0.05,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.05,0.35,true,0,0
Usual,1000000,4000000,0.05,0.35,true,1992704.947,302733.704
Usual:hist_begin,1000000,4000000,0.05,0.35,true,0,0
Usual:hist_end,1000000,4000000,0.05,0.35,true,0,0
ParallelUnions/squashing,1000000,4000000,0.05,0.35,true,2678129.664,304952.723
ParallelUnions/squashing:hist_begin,1000000,4000000,0.05,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.05,0.35,true,0,0
Adaptive2/squashing,1000000,4000000,0.05,0.35,true,2937828.715,61783.905
Adaptive2/squashing:hist_begin,1000000,4000000,0.05,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.05,0.35,true,0,0
Adaptive3/squashing,1000000,4000000,0.05,0.35,true,2958624.671,80022.827
Adaptive3/squashing:hist_begin,1000000,4000000,0.05,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.05,0.35,true,0,0
Usual,1000000,8000000,0.05,0.35,true,2959664.061,219473.097
Usual:hist_begin,1000000,8000000,0.05,0.35,true,0,0
Usual:hist_end,1000000,8000000,0.05,0.35,true,0,0
ParallelUnions/squashing,1000000,8000000,0.05,0.35,true,3159934.939,133454.143
ParallelUnions/squashing:hist_begin,1000000,8000000,0.05,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.05,0.35,true,0,0
Adaptive2/squashing,1000000,8000000,0.05,0.35,true,3343320.492,123930.436
Adaptive2/squashing:hist_begin,1000000,8000000,0.05,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.05,0.35,true,0,0
Adaptive3/squashing,1000000,8000000,0.05,0.35,true,3369797.022,69421.000
Adaptive3/squashing:hist_begin,1000000,8000000,0.05,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.05,0.35,true,0,0
Usual,1000000,16000000,0.05,0.35,true,3240385.234,64701.968
Usual:hist_begin,1000000,16000000,0.05,0.35,true,0,0
Usual:hist_end,1000000,16000000,0.05,0.35,true,0,0
ParallelUnions/squashing,1000000,16000000,0.05,0.35,true,4046010.354,41920.401
ParallelUnions/squashing:hist_begin,1000000,16000000,0.05,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.05,0.35,true,0,0
Adaptive2/squashing,1000000,16000000,0.05,0.35,true,3830809.027,173355.375
Adaptive2/squashing:hist_begin,1000000,16000000,0.05,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.05,0.35,true,0,0
Adaptive3/squashing,1000000,16000000,0.05,0.35,true,3875384.642,43767.510
Adaptive3/squashing:hist_begin,1000000,16000000,0.05,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.05,0.35,true,0,0
Usual,1000000,1000000,0.1,0.35,true,1167247.108,35341.989
Usual:hist_begin,1000000,1000000,0.1,0.35,true,0,0
Usual:hist_end,1000000,1000000,0.1,0.35,true,0,0
ParallelUnions/squashing,1000000,1000000,0.1,0.35,true,1798823.638,186893.806
ParallelUnions/squashing:hist_begin,1000000,1000000,0.1,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.1,0.35,true,0,0
Adaptive2/squashing,1000000,1000000,0.1,0.35,true,1998179.862,153976.287
Adaptive2/squashing:hist_begin,1000000,1000000,0.1,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.1,0.35,true,0,0
Adaptive3/squashing,1000000,1000000,0.1,0.35,true,1989621.542,120499.016
Adaptive3/squashing:hist_begin,1000000,1000000,0.1,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,1000000,0.1,0.35,true,0,0
Usual,1000000,2000000,0.1,0.35,true,1141771.121,230713.756
Usual:hist_begin,1000000,2000000,0.1,0.35,true,0,0
Usual:hist_end,1000000,2000000,0.1,0.35,true,0,0
ParallelUnions/squashing,1000000,2000000,0.1,0.35,true,1902497.578,133952.126
ParallelUnions/squashing:hist_begin,1000000,2000000,0.1,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.1,0.35,true,0,0
Adaptive2/squashing,1000000,2000000,0.1,0.35,true,2149813.745,110976.038
Adaptive2/squashing:hist_begin,1000000,2000000,0.1,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.1,0.35,true,0,0
Adaptive3/squashing,1000000,2000000,0.1,0.35,true,2156169.930,122011.522
Adaptive3/squashing:hist_begin,1000000,2000000,0.1,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.1,0.35,true,0,0
Usual,1000000,4000000,0.1,0.35,true,2029652.553,304827.574
Usual:hist_begin,1000000,4000000,0.1,0.35,true,0,0
Usual:hist_end,1000000,4000000,0.1,0.35,true,0,0
ParallelUnions/squashing,1000000,4000000,0.1,0.35,true,2579769.010,219260.567
ParallelUnions/squashing:hist_begin,1000000,4000000,0.1,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.1,0.35,true,0,0
Adaptive2/squashing,1000000,4000000,0.1,0.35,true,2714666.947,141804.752
Adaptive2/squashing:hist_begin,1000000,4000000,0.1,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.1,0.35,true,0,0
Adaptive3/squashing,1000000,4000000,0.1,0.35,true,2732614.164,119532.853
Adaptive3/squashing:hist_begin,1000000,4000000,0.1,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.1,0.35,true,0,0
Usual,1000000,8000000,0.1,0.35,true,2636801.342,125893.074
Usual:hist_begin,1000000,8000000,0.1,0.35,true,0,0
Usual:hist_end,1000000,8000000,0.1,0.35,true,0,0
ParallelUnions/squashing,1000000,8000000,0.1,0.35,true,3334796.449,131017.636
ParallelUnions/squashing:hist_begin,1000000,8000000,0.1,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.1,0.35,true,0,0
Adaptive2/squashing,1000000,8000000,0.1,0.35,true,3232470.052,173568.252
Adaptive2/squashing:hist_begin,1000000,8000000,0.1,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.1,0.35,true,0,0
Adaptive3/squashing,1000000,8000000,0.1,0.35,true,3245535.733,87740.972
Adaptive3/squashing:hist_begin,1000000,8000000,0.1,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.1,0.35,true,0,0
Usual,1000000,16000000,0.1,0.35,true,3857555.815,32521.250
Usual:hist_begin,1000000,16000000,0.1,0.35,true,0,0
Usual:hist_end,1000000,16000000,0.1,0.35,true,0,0
ParallelUnions/squashing,1000000,16000000,0.1,0.35,true,3950662.201,83618.484
ParallelUnions/squashing:hist_begin,1000000,16000000,0.1,0.35,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.1,0.35,true,0,0
Adaptive2/squashing,1000000,16000000,0.1,0.35,true,3668249.483,200976.409
Adaptive2/squashing:hist_begin,1000000,16000000,0.1,0.35,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.1,0.35,true,0,0
Adaptive3/squashing,1000000,16000000,0.1,0.35,true,3786349.132,70806.874
Adaptive3/squashing:hist_begin,1000000,16000000,0.1,0.35,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.1,0.35,true,0,0
Usual,1000000,1000000,0.02,0.5,true,1434408.544,210647.544
Usual:hist_begin,1000000,1000000,0.02,0.5,true,0,0
Usual:hist_end,1000000,1000000,0.02,0.5,true,0,0
ParallelUnions/squashing,1000000,1000000,0.02,0.5,true,1908896.383,149639.423
ParallelUnions/squashing:hist_begin,1000000,1000000,0.02,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.02,0.5,true,0,0
Adaptive2/squashing,1000000,1000000,0.02,0.5,true,2359598.659,139124.612
Adaptive2/squashing:hist_begin,1000000,1000000,0.02,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.02,0.5,true,0,0
Adaptive3/squashing,1000000,1000000,0.02,0.5,true,2389870.783,104844.748
Adaptive3/squashing:hist_begin,1000000,1000000,0.02,0.5,true,0,0
